FID,ROADWAY,ROAD_SIDE,OFFSET_DIR,BEGIN_POST,END_POST,SPEED,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
20,76520000,C, ,6.425,7.65,30,1970.1053,2,76,Putnam,2,1970.10526366643
21,36050000,C, ,3.048,3.248,50,322.2271,5,36,Marion,5,322.22712551697
22,55520000,C, ,8.02,8.62,45,966.0449,3,55,Leon,3,966.044871042748
23,94040000,C, ,3.719,6.96,50,5237.3241,4,94,St. Lucie,4,5237.32411180726
24,26570000,C, ,12.577,15.247,55,4295.7908,2,26,Alachua,2,4295.79082609833
25,29020000,C, ,18.587,19.203,45,991.1698,2,29,Columbia,2,991.169777011071
26,60030000,C, ,2.5,3.28,45,1259.0483,3,60,Walton,3,1259.04825050384
27,29511000,C, ,0,1.267,45,2043.7864,2,29,Columbia,2,2043.78639717247
28,14000015,C, ,0,2.092,30,3376.3428,7,14,Pasco,7,3376.34277207195
29,12004000,C, ,9.79,10.726,50,1499.0065,1,12,Lee,1,1499.00650153561
30,27040000,C, ,15.482,22.14,25,10715.016,2,27,Baker,2,10715.0160125139
31,87000084,R, ,0.682,1.774,40,1753.617,6,87,Miami-Dade,6,1753.61699361375
32,37000020,C, ,0,0.607,25,974.138,2,37,Suwannee,2,974.13803514201
33,87000404,R, ,0.191,0.536,30,554.6052,6,87,Miami-Dade,6,554.60523455149
34,11540000,C, ,2.1,2.833,55,1179.7307,5,11,Lake,5,1179.73069743742
35,75026500,C, ,1.612,2.94,25,2138.328,5,75,Orange,5,2138.32798787712
36,11683000,C, ,0,2.11,45,3396.5708,5,11,Lake,5,3396.57084002132
37,11350000,C, ,0,1.128,70,1814.7672,5,11,Lake,5,1814.76715405328
38,36502000,C, ,0,1.26,45,2011.7685,5,36,Marion,5,2011.76850421712
39,75000182,C, ,0,0.51,25,811.89,5,75,Orange,5,811.890007209155
40,75040000,C, ,13.699,14.819,30,1802.4905,5,75,Orange,5,1802.49047036724
41,57000114,C, ,1.423,1.95,25,850.2708,3,57,Okaloosa,3,850.270829565001
42,93200000,C, ,7.215,7.915,40,1126.5294,4,93,Palm Beach,4,1126.52944209022
43,76040000,C, ,1.355,6.093,60,7632.7775,2,76,Putnam,2,7632.77746946739
44,36020000,C, ,0,15.933,55,25623.94,5,36,Marion,5,25623.9399966471
45,55513000,C, ,0,1.067,30,1723.0617,3,55,Leon,3,1723.06167547352
46,76540000,C, ,0,0.7,35,1127.3737,2,76,Putnam,2,1127.37368782365
47,26506001,C, ,2.215,3.421,40,1942.7193,2,26,Alachua,2,1942.71932958512
48,93605000,C, ,0,0.798,15,1283.2293,4,93,Palm Beach,4,1283.22932771441
49,75140000,C, ,0,2.418,55,3889.2302,5,75,Orange,5,3889.23016207151
50,87240000,R, ,7.556,9.231,40,2690.5803,6,87,Miami-Dade,6,2690.58027291536
51,29050000,C, ,6.731,7.02,50,465.36,2,29,Columbia,2,465.360048167431
52,26060000,C, ,25.13,25.405,55,442.5577,2,26,Alachua,2,442.557731425839
53,34020000,C, ,0,0.13,30,209.4871,2,34,Levy,2,209.487050383309
54,87000063,R, ,1.399,1.723,40,524.9478,6,87,Miami-Dade,6,524.947801430238
55,94000047,C, ,2.2,3.102,35,1447.5179,4,94,St. Lucie,4,1447.51792997236
56,87000311,R, ,0,1.17,35,1884.8668,6,87,Miami-Dade,6,1884.86679774113
57,57030030,C, ,20.761,23.305,45,4104.1556,3,57,Okaloosa,3,4104.15556414605
58,75012500,R, ,0.57,1.757,35,1909.2526,5,75,Orange,5,1909.25262775171
59,11590500,C, ,0.538,0.737,35,321.9246,5,11,Lake,5,321.92459522729
60,11200000,C, ,15.2,16.59,50,2236.9473,5,11,Lake,5,2236.94734883569
61,36080000,C, ,0.81,2.365,40,2498.3555,5,36,Marion,5,2498.35553542391
62,56010000,C, ,13.345,20.97,60,12284.9231,3,56,Liberty,3,12284.9230754335
63,94500003,C, ,0,0.498,30,799.5471,4,94,St. Lucie,4,799.547136187739
64,94030000,C, ,0,17,65,27292.2943,4,94,St. Lucie,4,27292.2943046231
65,27000001,C, ,0,1.12,35,1801.1573,2,27,Baker,2,1801.15727215103
66,75040000,C, ,12.283,12.525,35,389.5415,5,75,Orange,5,389.541546553603
67,30030000,C, ,21.127,23.346,50,3574.2373,2,30,Dixie,2,3574.23726668011
68,11130000,C, ,4.02,5.38,45,2188.4378,5,11,Lake,5,2188.43776241584
69,33511001,C, ,0,2.692,50,4331.7817,2,33,Lafayette,2,4331.78166912508
70,36657001,C, ,0,1.521,40,2453.7293,5,36,Marion,5,2453.72926976951
71,36000168,C, ,0,0.871,30,1401.3083,5,36,Marion,5,1401.30830278333
72,26600001,C, ,2.331,3.119,40,1269.0373,2,26,Alachua,2,1269.03729973621
73,76530000,C, ,17.244,18.088,35,1358.2552,2,76,Putnam,2,1358.25518357738
74,26250000,C, ,0,1.164,45,1869.2405,2,26,Alachua,2,1869.24054473519
75,37000027,C, ,0,1.802,45,2899.5689,2,37,Suwannee,2,2899.56885305412
76,58640000,C, ,4.25,4.886,35,1029.0047,3,58,Santa Rosa,3,1029.00472580104
77,34550000,C, ,29.521,29.75,45,368.5357,2,34,Levy,2,368.535664161834
78,58005000,C, ,0,2.4,45,3868.3032,3,58,Santa Rosa,3,3868.30317635368
79,26030000,C, ,2.985,3.365,45,611.203,2,26,Alachua,2,611.202971658272
80,75190002,C, ,39.8,40,45,321.8085,5,75,Orange,5,321.808545281868
81,94000071,C, ,0,0.646,25,1040.9414,4,94,St. Lucie,4,1040.94140362721
82,87000198,C, ,0,1.56,35,2509.6206,6,87,Miami-Dade,6,2509.62060133663
83,57010000,C, ,3.21,3.46,45,403.7977,3,57,Okaloosa,3,403.7977411512
84,75003002,C, ,0,0.545,45,876.5363,5,75,Orange,5,876.536314213972
85,29000018,C, ,1.623,3.946,45,3738.8949,2,29,Columbia,2,3738.89493061248
86,29520000,C, ,3.386,3.743,35,573.1368,2,29,Columbia,2,573.136757327026
87,36100000,C, ,17.595,18.405,45,1304.2796,5,36,Marion,5,1304.27958962403
88,55540000,C, ,3.723,9.764,45,9728.2792,3,55,Leon,3,9728.27919330582
89,94050000,C, ,4.03,4.797,45,1235.6573,4,94,St. Lucie,4,1235.65732543126
90,26690000,C, ,1.974,3.666,55,2718.93,2,26,Alachua,2,2718.92996971593
91,29560000,C, ,7.754,8.233,35,771.5524,2,29,Columbia,2,771.552434748947
92,11150000,C, ,4.23,5.517,35,2070.95,5,11,Lake,5,2070.94996509977
93,60020000,C, ,13,13.5,55,807.107,3,60,Walton,3,807.10703206572
94,36580000,C, ,8.882,9.465,30,936.8679,5,36,Marion,5,936.867855268489
95,58000001,C, ,0,0.796,25,1284.4435,3,58,Santa Rosa,3,1284.44345703395
96,27070000,C, ,5.617,6.32,45,1131.2294,2,27,Baker,2,1131.22935206862
97,87000141,R, ,0,2.972,40,4777.4076,6,87,Miami-Dade,6,4777.40755993905
98,70000405,R, ,0.414,0.64,30,364.6451,5,70,Brevard,5,364.645094976234
99,93310000,C, ,0,13.631,60,21919.9756,4,93,Palm Beach,4,21919.9756134985
100,34536000,C, ,0,1.609,35,2575.3163,2,34,Levy,2,2575.3162570654
101,75020000,C, ,10.87,11.23,35,579.4405,5,75,Orange,5,579.440512070532
102,35000001,C, ,0,5.53,35,8894.6067,2,35,Madison,2,8894.60674975709
103,93180000,C, ,2.2,5.15,45,4756.4051,4,93,Palm Beach,4,4756.40510130124
104,36210000,C, ,0,21.334,70,34295.5717,5,36,Marion,5,34295.5716868946
105,75230000,C, ,7.21,7.765,25,893.3161,5,75,Orange,5,893.316135780531
106,87250000,C, ,4.57,4.914,40,553.1462,6,87,Miami-Dade,6,553.146158166595
107,87000211,C, ,0.837,1.37,30,854.0975,6,87,Miami-Dade,6,854.097491535977
108,30570000,C, ,0,2.068,45,3328.2949,2,30,Dixie,2,3328.29489049132
109,29000014,C, ,0,0.475,25,706.3284,2,29,Columbia,2,706.328370613553
110,36600501,C, ,0,1.263,35,2025.0171,5,36,Marion,5,2025.01713719122
111,36010000,C, ,16.277,16.595,45,510.9592,5,36,Marion,5,510.959167693139
112,27590000,C, ,3.481,8.527,55,8120.824,2,27,Baker,2,8120.82403026768
113,76080000,C, ,1.26,1.449,55,304.0544,2,76,Putnam,2,304.054404926384
114,26548000,C, ,0,2.57,30,4127.7133,2,26,Alachua,2,4127.71333958635
115,75220000,C, ,0,1.726,55,2786.5597,5,75,Orange,5,2786.55968384316
116,29020000,C, ,4.11,5.003,35,1436.9134,2,29,Columbia,2,1436.91335563734
117,26050000,C, ,7.208,7.588,45,611.1315,2,26,Alachua,2,611.13147648811
118,34020000,C, ,0.4,0.589,50,304.5082,2,34,Levy,2,304.508241913881
119,94590000,C, ,0,1.52,45,2447.1061,4,94,St. Lucie,4,2447.10606910711
120,34040000,C, ,10.319,10.846,50,849.5426,2,34,Levy,2,849.542562388637
121,26600000,C, ,0.576,0.68,35,167.2233,2,26,Alachua,2,167.223347176575
122,87000109,R, ,0.955,1.071,35,187.3432,6,87,Miami-Dade,6,187.343152298444
123,70000364,C, ,5.557,5.92,25,583.1174,5,70,Brevard,5,583.117362618301
124,93270001,C, ,5.414,5.444,40,48.288,4,93,Palm Beach,4,48.2880420312525
125,11610002,C, ,0,10.858,55,17475.8394,5,11,Lake,5,17475.839401208
126,75020136,C, ,0.851,0.966,40,182.8923,5,75,Orange,5,182.892323069295
127,11560000,C, ,1.268,1.907,40,1025.4645,5,11,Lake,5,1025.4644792464
128,93180000,C, ,0,0.5,45,806.1611,4,93,Palm Beach,4,806.161098965419
129,36501000,C, ,11.544,12.06,35,827.3306,5,36,Marion,5,827.330638892023
130,55530000,C, ,3.795,8.43,55,7458.0114,3,55,Leon,3,7458.01136877719
131,94070000,C, ,17.174,18.083,45,1462.8077,4,94,St. Lucie,4,1462.80769518015
132,34030000,C, ,0.324,0.513,50,304.5968,2,34,Levy,2,304.596824055795
133,75130000,C, ,0,1.243,35,2002.9891,5,75,Orange,5,2002.98914692684
134,57000113,C, ,0,0.353,20,568.7016,3,57,Okaloosa,3,568.701627602866
135,11140000,C, ,0,6.206,55,9987.268,5,11,Lake,5,9987.26798854795
136,14000024,L, ,3.982,4.075,30,149.7361,7,14,Pasco,7,149.736052938419
137,36000133,C, ,0,1.821,30,2927.6107,5,36,Marion,5,2927.61072273692
138,27570003,C, ,0,2.247,45,3613.5265,2,27,Baker,2,3613.52646311587
139,76520000,C, ,12.245,12.53,35,458.3765,2,76,Putnam,2,458.37650610849
140,26250000,C, ,6.076,8.043,40,3160.9556,2,26,Alachua,2,3160.95563396665
141,34620000,C, ,0,5.691,55,9160.4452,2,34,Levy,2,9160.44516641285
142,75250002,C, ,0.948,1.013,30,104.5591,5,75,Orange,5,104.559096527943
143,87240000,R, ,2.908,7.556,35,7466.434,6,87,Miami-Dade,6,7466.43403571708
144,28630000,C, ,1.623,5.786,45,6690.9683,2,28,Bradford,2,6690.96829461666
145,34503000,C, ,6.145,7.502,45,2183.4322,2,34,Levy,2,2183.43224703414
146,26030000,C, ,13.005,13.25,40,394.1059,2,26,Alachua,2,394.105877479969
147,75280000,C, ,8.53,14.74,60,9984.4493,5,75,Orange,5,9984.44930273089
148,94000065,C, ,0,1.283,35,2065.52,4,94,St. Lucie,4,2065.52000940719
149,87000318,L, ,0,1.106,35,1775.9992,6,87,Miami-Dade,6,1775.99921433248
150,57030030,C, ,20.481,20.515,45,54.8372,3,57,Okaloosa,3,54.8371715318207
151,75016500,R, ,0.672,0.755,35,133.8172,5,75,Orange,5,133.817216594985
152,11590500,C, ,1.237,1.482,35,395.5181,5,11,Lake,5,395.518054541431
153,29010000,C, ,5.6,7.026,45,2295.8157,2,29,Columbia,2,2295.8157395561
154,11200000,C, ,11,11.4,55,643.7354,5,11,Lake,5,643.735444813658
155,36090000,C, ,16.804,17.448,55,1036.3151,5,36,Marion,5,1036.31508343648
156,56040000,C, ,1.175,1.5,55,523.6633,3,56,Liberty,3,523.663280888578
157,94560000,C, ,2.672,6.598,35,6308.2466,4,94,St. Lucie,4,6308.24664403356
158,36220000,C, ,0.599,7.74,55,11495.4084,5,36,Marion,5,11495.4084322168
159,27010000,C, ,21.229,21.358,30,207.5978,2,27,Baker,2,207.597788555279
160,75021501,C, ,0,1.048,25,1685.5441,5,75,Orange,5,1685.54409924337
161,29600000,C, ,8.692,8.912,35,354.3223,2,29,Columbia,2,354.322338644778
162,11130000,C, ,1.6,4.02,55,3893.9749,5,11,Lake,5,3893.97487090697
163,11240000,C, ,0.27,1.188,35,1477.6618,5,11,Lake,5,1477.66180270334
164,36511500,C, ,2.488,4.039,35,2495.7209,5,36,Marion,5,2495.72089879916
165,55670501,C, ,0.167,0.801,30,1026.953,3,55,Leon,3,1026.95302931209
166,94507000,C, ,1.004,2.28,55,2053.5237,4,94,St. Lucie,4,2053.52374352076
167,75080101,C, ,1.98,2.19,30,336.5289,5,75,Orange,5,336.528878342265
168,57000118,C, ,1.9,2.478,20,942.4597,3,57,Okaloosa,3,942.459705843539
169,93220000,C, ,0,38.099,65,61319.7319,4,93,Palm Beach,4,61319.7319056817
170,36600500,C, ,0,1.085,35,1714.8174,5,36,Marion,5,1714.81743588561
171,36000147,C, ,0,2.124,35,3408.843,5,36,Marion,5,3408.84299523188
172,55502000,C, ,0.5,1.787,35,2075.0463,3,55,Leon,3,2075.0463459044
173,76530000,C, ,0,8.717,55,14028.792,2,76,Putnam,2,14028.7919609747
174,26160000,C, ,0,0.714,35,1149.2876,2,26,Alachua,2,1149.28759491362
175,93580500,R, ,0,2.385,45,3839.7015,4,93,Palm Beach,4,3839.70145661827
176,75090000,C, ,0.4,0.72,30,514.8046,5,75,Orange,5,514.804636803862
177,87240000,L, ,7.215,8.785,40,2521.9366,6,87,Miami-Dade,6,2521.93659300586
178,29020000,C, ,3.595,3.784,55,304.2059,2,29,Columbia,2,304.205919920187
179,26050000,C, ,3.365,3.616,45,403.7853,2,26,Alachua,2,403.785321800196
180,34010000,C, ,6.102,6.534,55,695.6587,2,34,Levy,2,695.658659211878
181,75280000,C, ,14.877,22.45,60,12175.8656,5,75,Orange,5,12175.8655944893
182,94000057,C, ,2.775,3.79,30,1633.0978,4,94,St. Lucie,4,1633.09781409492
183,87000278,C, ,0,0.026,30,41.9516,6,87,Miami-Dade,6,41.9515934284317
184,57040000,C, ,20.117,20.246,55,208.3017,3,57,Okaloosa,3,208.301684272607
185,75013000,C, ,0,0.256,40,411.5728,5,75,Orange,5,411.572836765522
186,11520000,C, ,0,8.535,55,13711.4359,5,11,Lake,5,13711.4359340482
187,11200000,C, ,13.394,14.2,55,1297.1551,5,11,Lake,5,1297.15508578739
188,36140000,C, ,5.382,7.692,35,3719.3352,5,36,Marion,5,3719.3351581971
189,55540000,C, ,2.944,3.062,25,190.0306,3,55,Leon,3,190.0306341104
190,94630500,C, ,0,0.502,25,806.4039,4,94,St. Lucie,4,806.403906784087
191,94005000,C, ,1.796,3.75,35,3144.0244,4,94,St. Lucie,4,3144.02435222436
192,26610000,C, ,0.44,2.515,50,3337.9392,2,26,Alachua,2,3337.93915257091
193,75040000,C, ,7.62,7.752,40,212.3881,5,75,Orange,5,212.388090321265
194,29600000,C, ,0,1.922,45,3095.2917,2,29,Columbia,2,3095.29170541712
195,11130000,C, ,5.38,5.435,45,88.4919,5,11,Lake,5,88.4918889866279
196,33570000,C, ,9.84,10.203,40,584.0605,2,33,Lafayette,2,584.060510283563
197,36580000,C, ,9.773,12.139,55,3801.5982,5,36,Marion,5,3801.59818715194
198,36000081,C, ,0.463,0.993,40,847.9585,5,36,Marion,5,847.958527831827
199,27520000,C, ,2.244,3.376,55,1821.6984,2,27,Baker,2,1821.69837541412
200,26501001,C, ,2.53,2.906,30,554.225,2,26,Alachua,2,554.225013204034
201,37000009,C, ,0,1.258,30,2025.812,2,37,Suwannee,2,2025.81199639697
202,75060000,C, ,13.4,16.29,55,4645.0629,5,75,Orange,5,4645.06291779543
203,34540000,C, ,3.283,9.244,55,9593.0722,2,34,Levy,2,9593.07224685089
204,34070000,C, ,21.979,22.168,55,303.8162,2,34,Levy,2,303.816182028382
205,26030000,C, ,14.273,14.462,50,303.9937,2,26,Alachua,2,303.993667497709
206,75260000,C, ,3.125,6.967,45,6183.3842,5,75,Orange,5,6183.3842016258
207,94000006,C, ,0,1.466,35,2356.055,4,94,St. Lucie,4,2356.05498443102
208,87000292,L, ,0,2.263,40,3643.8138,6,87,Miami-Dade,6,3643.81377348995
209,57010000,C, ,13.575,15.47,35,3060.7868,3,57,Okaloosa,3,3060.78677905946
210,75003001,C, ,0,0.486,45,778.7972,5,75,Orange,5,778.7972370745
211,29030000,C, ,10.88,11.149,55,432.7855,2,29,Columbia,2,432.785469907519
212,36009000,C, ,10.607,10.843,45,379.4054,5,36,Marion,5,379.405424394251
213,55210000,C, ,6.252,7.677,35,2289.2798,3,55,Leon,3,2289.27980757545
214,94030000,C, ,17,20.233,55,5190.3319,4,94,St. Lucie,4,5190.33188782401
215,26510000,C, ,15.662,15.963,45,484.3924,2,26,Alachua,2,484.392429165635
216,29640000,C, ,9.525,9.807,35,451.5822,2,29,Columbia,2,451.582194011393
217,11160000,C, ,0.659,1.356,35,1121.8169,5,11,Lake,5,1121.81690597551
218,60010000,C, ,2.883,14.31,55,18445.0174,3,60,Walton,3,18445.0173932572
219,14000023,C, ,0,0.325,30,523.1155,7,14,Pasco,7,523.115459400769
220,12000004,C, ,0,1.983,45,3188.0027,1,12,Lee,1,3188.00267089251
221,27030000,C, ,11.475,11.664,50,304.0872,2,27,Baker,2,304.087199529294
222,87000131,C, ,0,0.5,30,794.89,6,87,Miami-Dade,6,794.889960287624
223,70000370,R, ,1.381,2.29,40,1464.402,5,70,Brevard,5,1464.40196926278
224,93260000,C, ,6.63,9.7,30,4940.98,4,93,Palm Beach,4,4940.97996652769
225,34640000,C, ,0,4.014,45,6448.7522,2,34,Levy,2,6448.75223875562
226,11509000,C, ,1.978,4.034,55,3303.0941,5,11,Lake,5,3303.09412062875
227,75020000,C, ,15.355,17.738,55,3835.1734,5,75,Orange,5,3835.17337605286
228,34570000,C, ,0,2.466,45,3972.3188,2,34,Levy,2,3972.3187644842
229,93140000,C, ,19.958,20.525,45,912.4386,4,93,Palm Beach,4,912.438559724218
230,36210000,C, ,21.334,38.282,70,27247.0988,5,36,Marion,5,27247.0987955512
231,87250000,R, ,4.914,5.077,40,262.1564,6,87,Miami-Dade,6,262.156366356197
232,87000203,C, ,0,1.229,20,1987.0208,6,87,Miami-Dade,6,1987.02083758369
233,57002000,C, ,0,24.554,70,39657.8019,3,57,Okaloosa,3,39657.8019236508
234,60090000,C, ,5.925,6.747,45,1325.88,3,60,Walton,3,1325.87999575033
235,29000015,C, ,0,0.226,25,354.192,2,29,Columbia,2,354.192045985997
236,36657002,C, ,0,0.158,40,255.7726,5,36,Marion,5,255.772599019207
237,36010000,C, ,23.825,24.07,45,393.6914,5,36,Marion,5,393.691435299593
238,55519000,C, ,0,1.326,35,2133.3616,3,55,Leon,3,2133.36159516959
239,76550000,C, ,0,0.413,45,662.8913,2,76,Putnam,2,662.891315030482
240,26560000,C, ,0,0.959,35,1545.9628,2,26,Alachua,2,1545.96276930811
241,75090000,C, ,0,0.4,30,643.4336,5,75,Orange,5,643.433601833905
242,29010000,C, ,4.696,5.1,45,650.4401,2,29,Columbia,2,650.440129075297
243,26050000,C, ,0,0.085,35,136.6483,2,26,Alachua,2,136.648271945724
244,33560000,C, ,0,10.794,45,17372.2173,2,33,Lafayette,2,17372.2173005007
245,14000007,C, ,0,3.612,30,5808.2192,7,14,Pasco,7,5808.21921928906
246,34040000,C, ,11.6,11.823,35,359.4334,2,34,Levy,2,359.433358848535
247,27000004,C, ,0.707,3.607,50,4666.646,2,27,Baker,2,4666.64597102815
248,87000109,C, ,1.071,1.432,35,582.9872,6,87,Miami-Dade,6,582.987153221391
249,70000408,C, ,0,1.077,25,1729.6974,5,70,Brevard,5,1729.69743933632
250,93230000,C, ,0,2.29,45,3681.6664,4,93,Palm Beach,4,3681.66640055889
251,11540000,C, ,2.833,5.176,45,3770.6943,5,11,Lake,5,3770.69430811566
252,75030000,C, ,6.692,6.945,40,407.1987,5,75,Orange,5,407.19874513038
253,11684000,C, ,0.647,2.734,55,3355.9453,5,11,Lake,5,3355.94525438146
254,11320000,C, ,0,2.118,70,3408.5953,5,11,Lake,5,3408.59525267963
255,36080000,C, ,5.125,6.154,40,1653.2622,5,36,Marion,5,1653.26217215864
256,55530000,C, ,1.2,3.795,45,4175.5391,3,55,Leon,3,4175.5391458262
257,14000042,R, ,0,0.328,30,526.3785,7,14,Pasco,7,526.378533786134
258,33050000,C, ,4.003,4.773,35,1239.4773,2,33,Lafayette,2,1239.47733109623
259,27540000,C, ,0,1.525,45,2454.4481,2,27,Baker,2,2454.44806901982
260,75050000,C, ,5.44,6.909,45,2365.1166,5,75,Orange,5,2365.11661996097
261,30530000,C, ,17.017,18.1,35,1743.1597,2,30,Dixie,2,1743.15971873439
262,11070000,C, ,17.353,18.545,50,1923.4494,5,11,Lake,5,1923.44941217901
263,14000018,C, ,2.784,3.37,25,941.5427,7,14,Pasco,7,941.542701524793
264,36000139,C, ,0,1.005,45,1608.4093,5,36,Marion,5,1608.4092981746
265,55518000,C, ,0,1.543,40,2486.2925,3,55,Leon,3,2486.29254453111
266,76050000,C, ,25.89,26.32,25,691.7452,2,76,Putnam,2,691.745206268882
267,26501001,C, ,1.74,2.53,40,1315.3037,2,26,Alachua,2,1315.3037026277
268,70000421,C, ,0,3.074,35,4948.1858,5,70,Brevard,5,4948.18584129467
269,58550000,C, ,11.847,12.389,25,874.5272,3,58,Santa Rosa,3,874.527205285739
270,34518000,C, ,0.401,4.542,45,6658.107,2,34,Levy,2,6658.10699877836
271,29010000,C, ,7.026,7.2,45,280.0483,2,29,Columbia,2,280.048320123723
272,26030000,C, ,3.365,4.283,35,1476.6983,2,26,Alachua,2,1476.69826030295
273,87000085,C, ,0,2.128,40,3421.8352,6,87,Miami-Dade,6,3421.83522847778
274,94000047,C, ,1.213,2.2,45,1584.4644,4,94,St. Lucie,4,1584.4643859856
275,87000300,R, ,0,1.692,45,2624.3093,6,87,Miami-Dade,6,2624.30929208215
276,57040000,C, ,2.2,3.421,40,1971.8056,3,57,Okaloosa,3,1971.8056203325
277,75016500,C, ,0.755,0.834,35,125.5674,5,75,Orange,5,125.567397560821
278,11511000,C, ,1.119,1.81,55,1112.1154,5,11,Lake,5,1112.11544632848
279,29050000,C, ,7.235,7.972,30,1186.3751,2,29,Columbia,2,1186.37511385778
280,29520001,C, ,0,1.578,45,2557.9065,2,29,Columbia,2,2557.90650169122
281,36080000,C, ,0,0.47,25,755.1419,5,36,Marion,5,755.141911576902
282,56040000,C, ,0.25,1.175,45,1490.455,3,56,Liberty,3,1490.45502260647
283,94530000,C, ,9.999,11.936,45,3117.4012,4,94,St. Lucie,4,3117.40115118213
284,94010000,C, ,13.85,14.6,40,1207.0524,4,94,St. Lucie,4,1207.05240021631
285,26580500,C, ,4.125,4.293,35,270.4207,2,26,Alachua,2,270.420651835161
286,75020000,C, ,9.31,10.316,45,1618.9142,5,75,Orange,5,1618.91417657591
287,30000007,C, ,0,2.112,30,3409.8573,2,30,Dixie,2,3409.85732766848
288,11120000,C, ,0,2.768,55,4457.8069,5,11,Lake,5,4457.8069052862
289,36661000,C, ,0,1.998,45,3210.4552,5,36,Marion,5,3210.45518466623
290,36000129,C, ,0,1.497,45,2406.5706,5,36,Marion,5,2406.57055699114
291,26600001,C, ,0,2.331,45,3754.0592,2,26,Alachua,2,3754.05921834743
292,87000157,C, ,0,1.002,30,1600.5921,6,87,Miami-Dade,6,1600.59208299576
293,37000006,C, ,0,5.939,35,9557.5463,2,37,Suwannee,2,9557.54634927534
294,93510000,C, ,0,0.931,45,1498.6503,4,93,Palm Beach,4,1498.65031763192
295,34620000,C, ,6.913,7.215,35,486.1157,2,34,Levy,2,486.115659190525
296,75024501,C, ,0.245,1.75,35,2414.5436,5,75,Orange,5,2414.54361512306
297,34050000,C, ,18.41,23.545,65,8259.6134,2,34,Levy,2,8259.61338169094
298,93180000,C, ,8.63,8.68,25,80.6492,4,93,Palm Beach,4,80.6491954249432
299,75170000,C, ,0,2.364,45,3809.5487,5,75,Orange,5,3809.54869582775
300,94000029,C, ,0,0.222,25,356.7008,4,94,St. Lucie,4,356.700808961079
301,87000251,C, ,0,0.987,30,1589.5389,6,87,Miami-Dade,6,1589.53889332473
302,30502000,C, ,6.942,8.108,55,1875.6392,2,30,Dixie,2,1875.63919443904
303,75016500,C, ,0.834,1.673,25,1352.2914,5,75,Orange,5,1352.29140272379
304,29040000,C, ,1.565,4.016,60,3943.262,2,29,Columbia,2,3943.26198983508
305,29090000,C, ,0,0.016,55,25.8272,2,29,Columbia,2,25.8272084563738
306,33010000,C, ,13.159,13.661,30,808.0959,2,33,Lafayette,2,808.095861529215
307,76620000,C, ,0,5.608,45,9027.5395,2,76,Putnam,2,9027.53951126783
308,36010000,C, ,4.587,6.096,55,2424.7754,5,36,Marion,5,2424.77544772498
309,55525500,C, ,0,0.9,40,1451.6769,3,55,Leon,3,1451.67693082577
310,94060000,C, ,1.78,3.5,40,2768.1457,4,94,St. Lucie,4,2768.14570915613
311,26580500,C, ,3.94,4.125,45,297.8222,2,26,Alachua,2,297.822249907426
312,29560000,C, ,8.233,12.22,45,6421.5458,2,29,Columbia,2,6421.54581134318
313,11090000,C, ,31.475,31.789,35,504.8853,5,11,Lake,5,504.885299598162
314,26050000,C, ,1.746,2.175,45,689.905,2,26,Alachua,2,689.904999466269
315,29090000,C, ,5.927,6.116,55,304.1665,2,29,Columbia,2,304.166542332222
316,36580000,C, ,8.65,8.882,40,372.7458,5,36,Marion,5,372.745765540387
317,12000569,C, ,4.542,5.44,55,1448.3796,1,12,Lee,1,1448.37958554304
318,26700002,C, ,2.542,2.894,50,568.2494,2,26,Alachua,2,568.249385377754
319,87000094,L, ,0,2.931,45,4708.883,6,87,Miami-Dade,6,4708.88301860411
320,70000365,C, ,0,2.605,50,4191.3086,5,70,Brevard,5,4191.3086492635
321,87000428,R, ,0,1.204,30,1959.5842,6,87,Miami-Dade,6,1959.58417497892
322,11507000,C, ,4.736,4.744,45,12.874,5,11,Lake,5,12.8739946682059
323,75035000,C, ,8.521,11.927,40,5477.4265,5,75,Orange,5,5477.42646917165
324,29100000,C, ,4.32,6.368,55,3297.499,2,29,Columbia,2,3297.4989989665
325,11230000,C, ,2.592,2.738,45,235.1291,5,11,Lake,5,235.129098621491
326,36080000,C, ,9.57,10.02,55,722.9452,5,36,Marion,5,722.945176292642
327,57000023,C, ,0,0.154,25,249.5671,3,57,Okaloosa,3,249.567111186729
328,36580500,C, ,0,0.458,35,734.7907,5,36,Marion,5,734.790676107083
329,36000052,C, ,1.015,1.716,45,1116.4689,5,36,Marion,5,1116.46889831115
330,27030000,C, ,11.2,11.475,40,442.3824,2,27,Baker,2,442.382373053251
331,87000186,L, ,0,1.184,40,1899.6757,6,87,Miami-Dade,6,1899.67573923336
332,37000028,C, ,2.21,4.318,30,3390.4648,2,37,Suwannee,2,3390.46484658854
333,87000458,R, ,0,0.517,40,832.7871,6,87,Miami-Dade,6,832.787144892168
334,34110000,C, ,0.388,9.609,55,14834.8588,2,34,Levy,2,14834.8587505269
335,34010000,C, ,24.33,30.131,65,9341.9003,2,34,Levy,2,9341.90033035487
336,34070000,C, ,20.752,20.941,45,303.8051,2,34,Levy,2,303.805137152692
337,93150000,C, ,9.016,11.07,45,3305.5983,4,93,Palm Beach,4,3305.5982579143
338,75205000,C, ,0,0.308,45,502.3709,5,75,Orange,5,502.370859701051
