FID,ID,LOCATION_S,DISTRICT,CO_SEC_SUB,BMP,EMP,ROUTEID,LENGTH,FTLCRSH_NU,FTLCRSH_AL,FTLCRSH_PC,FCFTL_NUME,FCFTL_ALL,FCFTL_PCT,FCINJ_NUME,FCINJ_ALL,FCINJ_PCT,INJCRSH_NU,INJCRSH_AL,INJCRSH_PC,ICINJ_NUME,ICINJ_ALL,ICINJ_PCT,PDOCRSH_NU,PDOCRSH_AL,PDOCRSH_PC,TOTCRSH_NU,TOTCRSH_AL,TOTCRSH_PC,TOTFTL_NUM,TOTFTL_ALL,TOTFTL_PCT,TOTINJ_NUM,TOTINJ_ALL,TOTINJ_PCT,URBAN
965,4615,2,02,76070000,6.9,7.4,SR   21,0.5,0,0,0,0,0,0,0,0,0,5,15,33,10,27,37,11,25,44,16,40,40,0,0,0,10,27,37,N
966,1945,1,01,17075000,28.5,28.8,SR   93,0.3,0,0,0,0,0,0,0,0,0,4,9,44,13,20,65,2,8,25,6,17,35,0,0,0,13,20,65,N
967,3157,2,02,72001000,19.733,20.133,SR    9A,0.4,1,1,100,1,1,100,0,0,0,6,19,32,15,29,52,20,47,43,27,67,40,1,1,100,15,29,52,Y
968,3796,2,02,72080000,7.7,8.5,SR   15,0.8,1,2,50,1,2,50,0,0,0,16,42,38,25,68,37,25,66,38,42,110,38,1,2,50,25,68,37,Y
969,4312,2,02,72291000,8.1,8.4,SR  111,0.3,1,1,100,1,1,100,0,0,0,5,16,31,12,25,48,8,22,36,14,39,36,1,1,100,12,25,48,Y
970,919,1,01,13075000,0.8,1.3,SR   93,0.5,0,1,0,0,1,0,0,0,0,9,19,47,16,36,44,19,46,41,28,66,42,0,1,0,16,36,44,Y
971,5410,3,03,48020000,22.6,23.1,SR   10A,0.5,0,0,0,0,0,0,0,0,0,8,13,62,15,25,60,5,16,31,13,29,45,0,0,0,15,25,60,Y
972,4087,2,02,72220000,9.32,9.62,SR  134,0.3,1,2,50,1,3,33,0,0,0,5,11,45,8,20,40,2,9,22,8,22,36,1,3,33,8,20,40,Y
973,469,1,01,09010000,20.4,20.7,SR   25,0.3,0,1,0,0,2,0,0,2,0,1,6,17,1,9,11,3,4,75,4,11,36,0,2,0,1,11,9,N
974,2485,2,02,27090000,19.3,19.6,SR    8,0.3,0,0,0,0,0,0,0,0,0,2,3,67,4,8,50,2,4,50,4,7,57,0,0,0,4,8,50,N
975,589,1,01,12010000,14.9,15.2,SR   45,0.3,0,0,0,0,0,0,0,0,0,2,5,40,3,8,38,2,6,33,4,11,36,0,0,0,3,8,38,Y
976,1768,1,01,17008000,3.4,3.9,SR  758,0.5,0,0,0,0,0,0,0,0,0,9,15,60,9,21,43,6,16,38,15,31,48,0,0,0,9,21,43,Y
977,5677,3,03,48190000,0.9,1.2,SR  297,0.3,1,1,100,1,1,100,1,1,100,14,38,37,20,58,34,17,50,34,32,89,36,1,1,100,21,59,36,Y
978,1366,1,01,16130000,19.1,19.6,SR   60,0.5,1,1,100,1,1,100,2,2,100,0,0,0,0,0,0,4,5,80,5,6,83,1,1,100,2,2,100,N
979,4516,2,02,76010000,18,18.5,SR   15,0.5,0,0,0,0,0,0,0,0,0,2,3,67,2,6,33,5,8,62,7,11,64,0,0,0,2,6,33,N
980,1426,1,01,16170000,14,14.4,SR   25,0.4,1,2,50,1,2,50,2,3,67,3,11,27,6,23,26,4,5,80,8,18,44,1,2,50,8,26,31,N
981,1579,1,01,16250000,23.3,23.6,SR   37,0.3,1,1,100,1,1,100,1,1,100,11,28,39,15,41,37,14,42,33,26,71,37,1,1,100,16,42,38,Y
982,1123,1,01,16020000,4.649,5.749,SR  600,1.1,2,3,67,3,4,75,0,1,0,9,15,60,10,19,53,7,13,54,18,31,58,3,4,75,10,20,50,Y
983,2737,2,02,32010000,24.5,25.1,SR    6,0.6,0,0,0,0,0,0,0,0,0,4,5,80,7,8,88,4,7,57,8,12,67,0,0,0,7,8,88,N
984,3436,2,02,72010000,2.7,3.2,SR   10,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,5,10,50,5,12,42,0,0,0,0,5,0,Y
985,3847,2,02,72100000,2.3,2.8,SR   10,0.5,1,1,100,1,1,100,1,1,100,11,27,41,14,38,37,9,27,33,21,55,38,1,1,100,15,39,38,Y
986,223,1,01,03175000,10.963,11.463,SR   93,0.5,1,1,100,1,1,100,0,0,0,1,2,50,2,4,50,2,5,40,4,8,50,1,1,100,2,4,50,N
987,820,1,01,12075000,24.5,24.8,SR   93,0.3,0,0,0,0,0,0,0,0,0,4,8,50,8,13,62,1,6,17,5,14,36,0,0,0,8,13,62,Y
988,3397,2,02,72002062,0,0.3,SR    9A,0.3,0,0,0,0,0,0,0,0,0,2,4,50,2,5,40,3,7,43,5,11,45,0,0,0,2,5,40,Y
989,370,1,01,05090000,12.2,12.437,SR   29,0.237,0,0,0,0,0,0,0,0,0,5,11,45,6,15,40,3,10,30,8,21,38,0,0,0,6,15,40,N
990,490,1,01,09060000,5.3,5.8,SR   70,0.5,0,0,0,0,0,0,0,0,0,2,4,50,4,6,67,3,4,75,5,8,62,0,0,0,4,6,67,N
991,1267,1,01,16090000,0,0.3,SR   17,0.3,1,3,33,1,3,33,6,9,67,3,9,33,4,14,29,5,11,45,9,23,39,1,3,33,10,23,43,N
992,3325,2,02,72002000,9.5,9.9,SR    9A,0.4,0,1,0,0,2,0,0,0,0,1,9,11,2,16,12,14,28,50,15,38,39,0,2,0,2,16,12,Y
993,2824,2,02,34080000,4,4.3,SR  121,0.3,0,0,0,0,0,0,0,0,0,4,10,40,12,20,60,0,1,0,4,11,36,0,0,0,12,20,60,N
994,1024,1,01,13121000,7.6,7.9,SR  683,0.3,0,0,0,0,0,0,0,0,0,7,8,88,10,12,83,5,12,42,12,20,60,0,0,0,10,12,83,Y
995,3118,2,02,72001000,11.733,12.133,SR    9A,0.4,1,1,100,1,1,100,0,0,0,17,49,35,24,91,26,17,48,35,35,98,36,1,1,100,24,91,26,Y
996,124,1,01,01075000,19.6,19.9,SR   93,0.3,1,1,100,1,1,100,0,0,0,1,4,25,1,5,20,3,9,33,5,14,36,1,1,100,1,5,20,Y
997,721,1,01,12070000,10.9,11.4,SR   82,0.5,0,0,0,0,0,0,0,0,0,12,29,41,21,49,43,15,37,41,27,66,41,0,0,0,21,49,43,Y
998,3079,2,02,71393000,0.2,0.5,SR   23,0.3,0,0,0,0,0,0,0,0,0,4,5,80,6,7,86,1,6,17,5,11,45,0,0,0,6,7,86,Y
999,271,1,01,03175000,49.163,49.663,SR   93,0.5,0,0,0,0,0,0,0,0,0,5,10,50,7,18,39,2,4,50,7,14,50,0,0,0,7,18,39,Y
1000,1168,1,01,16020005,0,0.259,SR  600,0.259,0,0,0,0,0,0,0,0,0,4,5,80,4,6,67,1,1,100,5,6,83,0,0,0,4,6,67,Y
1001,5512,3,03,48050000,12.4,12.8,SR  292,0.4,0,0,0,0,0,0,0,0,0,1,4,25,1,5,20,4,7,57,5,11,45,0,0,0,1,5,20,Y
1002,5353,3,03,48020000,5.3,5.9,SR   10A,0.6,1,1,100,1,1,100,0,0,0,8,18,44,13,37,35,5,17,29,14,36,39,1,1,100,13,37,35,Y
1003,4189,2,02,72280000,0.1,0.6,SR    9,0.5,0,0,0,0,0,0,0,0,0,3,10,30,3,23,13,8,19,42,11,29,38,0,0,0,3,23,13,Y
1004,5128,3,03,46160000,0.403,0.703,SR   30A,0.3,1,2,50,1,2,50,0,0,0,2,5,40,2,10,20,1,3,33,4,10,40,1,2,50,2,10,20,N
1005,5236,3,03,48004000,8.6,8.9,SR  295,0.3,1,1,100,1,1,100,0,0,0,7,22,32,9,28,32,10,28,36,18,51,35,1,1,100,9,28,32,Y
1006,1912,1,01,17075000,15.5,16.1,SR   93,0.6,2,2,100,2,2,100,0,0,0,4,11,36,5,15,33,5,12,42,11,25,44,2,2,100,5,15,33,N
1007,2167,2,02,26010000,17.2,17.471,SR   25,0.271,1,1,100,1,1,100,0,0,0,3,11,27,3,20,15,6,14,43,10,26,38,1,1,100,3,20,15,Y
1008,4279,2,02,72290000,9.2,9.6,SR    9,0.4,1,1,100,1,1,100,2,2,100,3,9,33,3,13,23,6,16,38,10,26,38,1,1,100,5,15,33,N
1009,5011,3,03,46020003,6.8,7.3,SR   30A,0.5,0,0,0,0,0,0,0,0,0,4,4,100,5,5,100,3,4,75,7,8,88,0,0,0,5,5,100,N
1010,5377,3,03,48020000,14.9,15.2,SR   10A,0.3,0,0,0,0,0,0,0,0,0,13,40,32,20,67,30,22,57,39,35,97,36,0,0,0,20,67,30,Y
1011,5779,3,03,48260000,17.4,17.7,SR    8,0.3,0,0,0,0,0,0,0,0,0,5,9,56,7,12,58,2,8,25,7,17,41,0,0,0,7,12,58,Y
1012,1534,1,01,16210000,6.8,7.4,SR   35,0.6,1,2,50,1,2,50,0,1,0,7,9,78,11,13,85,5,10,50,13,21,62,1,2,50,11,14,79,Y
1013,4783,2,02,78051000,8.3,8.7,SR  207,0.4,0,0,0,0,0,0,0,0,0,4,6,67,11,15,73,0,2,0,4,8,50,0,0,0,11,15,73,N
1014,4618,2,02,76080000,0.1,0.6,SR   26,0.5,0,0,0,0,0,0,0,0,0,4,14,29,8,24,33,9,22,41,13,36,36,0,0,0,8,24,33,N
1015,4054,2,02,72193000,0.8,1.1,SR  116,0.3,0,0,0,0,0,0,0,0,0,4,9,44,6,17,35,4,13,31,8,22,36,0,0,0,6,17,35,Y
1016,2452,2,02,27090000,3.2,3.8,SR    8,0.6,0,0,0,0,0,0,0,0,0,1,4,25,1,6,17,5,9,56,6,13,46,0,0,0,1,6,17,N
1017,1948,1,01,17075000,28.9,29.5,SR   93,0.6,1,1,100,1,1,100,3,3,100,3,10,30,6,13,46,5,12,42,9,23,39,1,1,100,9,16,56,N
1018,4315,2,02,72291000,8.6,9.1,SR  111,0.5,0,1,0,0,2,0,0,1,0,6,18,33,10,28,36,13,31,42,19,50,38,0,2,0,10,29,34,Y
1019,1735,1,01,16320070,0,0.335,SR  400,0.335,0,0,0,0,0,0,0,0,0,5,9,56,5,11,45,8,12,67,13,21,62,0,0,0,5,11,45,Y
1020,5644,3,03,48110000,6.988,7.288,SR   30,0.3,0,0,0,0,0,0,0,0,0,2,4,50,2,7,29,2,6,33,4,10,40,0,0,0,2,7,29,Y
1021,2527,2,02,29010000,0.2,0.7,SR   10,0.5,0,0,0,0,0,0,0,0,0,2,3,67,4,7,57,2,4,50,4,7,57,0,0,0,4,7,57,N
1022,4483,2,02,74160000,11.4,11.9,SR    9,0.5,0,0,0,0,0,0,0,0,0,1,2,50,1,4,25,6,8,75,7,10,70,0,0,0,1,4,25,N
1023,5413,3,03,48020000,23.4,23.8,SR   10A,0.4,0,0,0,0,0,0,0,0,0,8,19,42,12,33,36,10,31,32,18,50,36,0,0,0,12,33,36,Y
1024,2326,2,02,26220000,7.9,8.4,SR  121,0.5,0,0,0,0,0,0,0,0,0,3,7,43,5,13,38,4,11,36,7,18,39,0,0,0,5,13,38,Y
1025,2704,2,02,29180028,0,0.166,SR   93,0.166,0,0,0,0,0,0,0,0,0,1,2,50,2,4,50,3,8,38,4,10,40,0,0,0,2,4,50,N
1026,4090,2,02,72220000,9.82,10.12,SR  134,0.3,0,0,0,0,0,0,0,0,0,1,4,25,1,5,20,4,6,67,5,10,50,0,0,0,1,5,20,Y
1027,2353,2,02,26260000,0.2,0.7,SR   93,0.5,0,0,0,0,0,0,0,0,0,1,4,25,1,6,17,10,26,38,11,30,37,0,0,0,1,6,17,N
1028,5137,3,03,46160000,1.703,2.103,SR   30A,0.4,0,0,0,0,0,0,0,0,0,1,1,100,1,1,100,4,6,67,5,7,71,0,0,0,1,1,100,N
1029,1804,1,01,17020000,10.7,11.3,SR   45,0.6,0,0,0,0,0,0,0,0,0,8,19,42,15,37,41,3,6,50,11,25,44,0,0,0,15,37,41,Y
1030,2488,2,02,27090000,20.6,21.2,SR    8,0.6,2,3,67,3,4,75,11,11,100,5,10,50,7,18,39,6,18,33,13,31,42,3,4,75,18,29,62,N
1031,1618,1,01,16320000,0.8,1.2,SR  400,0.4,0,0,0,0,0,0,0,0,0,3,6,50,7,12,58,3,9,33,6,15,40,0,0,0,7,12,58,Y
1032,4912,2,02,78080000,30.8,31.3,SR    9,0.5,0,0,0,0,0,0,0,0,0,5,9,56,9,14,64,7,25,28,12,34,35,0,0,0,9,14,64,N
1033,2239,2,02,26050000,9.1,9.8,SR   24,0.7,0,0,0,0,0,0,0,0,0,2,2,100,3,3,100,12,17,71,14,19,74,0,0,0,3,3,100,N
1034,1771,1,01,17010000,4.4,4.8,SR   45,0.4,1,1,100,1,1,100,1,1,100,2,7,29,3,10,30,2,5,40,5,13,38,1,1,100,4,11,36,Y
1035,2044,1,01,17120000,1.1,2.9,SR  683,1.8,2,3,67,2,3,67,1,1,100,54,162,33,78,228,34,70,159,44,126,324,39,2,3,67,79,229,34,Y
1036,5680,3,03,48190000,1.5,2,SR  297,0.5,0,0,0,0,0,0,0,0,0,4,8,50,8,12,67,4,14,29,8,22,36,0,0,0,8,12,67,Y
1037,5545,3,03,48060000,14.7,15.2,SR   95,0.5,1,1,100,1,1,100,0,0,0,3,10,30,4,22,18,1,3,33,5,14,36,1,1,100,4,22,18,N
1038,4519,2,02,76010000,19.1,19.9,SR   15,0.8,0,0,0,0,0,0,0,0,0,6,11,55,9,24,38,6,10,60,12,21,57,0,0,0,9,24,38,N
1039,4222,2,02,72280000,14.3,14.6,SR    9,0.3,0,0,0,0,0,0,0,0,0,2,9,22,3,20,15,10,20,50,12,29,41,0,0,0,3,20,15,Y
1040,1879,1,01,17075000,0.6,1.3,SR   93,0.7,0,0,0,0,0,0,0,0,0,6,15,40,9,23,39,8,17,47,14,32,44,0,0,0,9,23,39,N
1041,5269,3,03,48010000,8.4,8.8,SR   10,0.4,0,0,0,0,0,0,0,0,0,3,6,50,8,15,53,2,6,33,5,12,42,0,0,0,8,15,53,Y
1042,1555,1,01,16210000,17.5,17.75,SR   35,0.25,0,0,0,0,0,0,0,0,0,4,6,67,4,6,67,1,2,50,5,8,62,0,0,0,4,6,67,N
1043,5044,3,03,46040000,8.4,9,SR   75,0.6,0,0,0,0,0,0,0,0,0,4,9,44,9,17,53,4,7,57,8,16,50,0,0,0,9,17,53,N
1044,2740,2,02,32010000,30.8,31.2,SR   25,0.4,1,1,100,1,1,100,0,0,0,2,3,67,5,7,71,1,2,50,4,6,67,1,1,100,5,7,71,N
1045,2605,2,02,29090000,6.5,7,SR  247,0.5,0,0,0,0,0,0,0,0,0,3,3,100,4,4,100,1,2,50,4,5,80,0,0,0,4,4,100,N
1046,5824,3,03,48270000,0,0.3,SR    8A,0.3,0,0,0,0,0,0,0,0,0,3,12,25,3,18,17,8,13,62,11,25,44,0,0,0,3,18,17,Y
1047,5812,3,03,48260061,0,0.3,SR    8,0.3,0,2,0,0,2,0,0,0,0,2,10,20,2,15,13,6,10,60,8,22,36,0,2,0,2,15,13,Y
1048,4816,2,02,78080000,2.3,2.7,SR    9,0.4,0,0,0,0,0,0,0,0,0,3,5,60,3,6,50,2,4,50,5,9,56,0,0,0,3,6,50,N
1049,2389,2,02,26260000,19.6,19.9,SR   93,0.3,0,0,0,0,0,0,0,0,0,3,3,100,5,5,100,2,2,100,5,5,100,0,0,0,5,5,100,N
1050,4651,2,02,78001000,2.6,2.9,SR  A1A,0.3,1,1,100,2,2,100,0,0,0,3,6,50,5,13,38,0,2,0,4,9,44,2,2,100,5,13,38,Y
1051,1840,1,01,17020000,21.6,22.3,SR   45,0.7,1,1,100,1,1,100,0,0,0,24,59,41,42,84,50,30,62,48,55,122,45,1,1,100,42,84,50,Y
1052,1981,1,01,17075000,40.4,40.9,SR   93,0.5,1,1,100,1,1,100,0,0,0,5,6,83,5,6,83,3,10,30,9,17,53,1,1,100,5,6,83,Y
1053,1654,1,01,16320000,11.2,11.6,SR  400,0.4,0,0,0,0,0,0,0,0,0,7,13,54,13,26,50,7,24,29,14,37,38,0,0,0,13,26,50,Y
1054,4348,2,02,72292000,9.6,10.2,SR  202,0.6,1,1,100,1,1,100,1,1,100,7,19,37,7,21,33,10,22,45,18,42,43,1,1,100,8,22,36,Y
1055,2080,1,01,91020000,18.2,18.7,SR   15,0.5,0,0,0,0,0,0,0,0,0,3,4,75,4,5,80,1,4,25,4,8,50,0,0,0,4,5,80,N
1056,2560,2,02,29030000,3.1,3.6,SR   25,0.5,0,0,0,0,0,0,0,0,0,3,5,60,4,6,67,1,4,25,4,9,44,0,0,0,4,6,67,N
1057,5581,3,03,48080000,2.7,3,SR  295,0.3,1,1,100,1,1,100,1,1,100,2,6,33,2,6,33,5,10,50,8,17,47,1,1,100,3,7,43,Y
1058,5446,3,03,48040000,8.2,8.8,SR   95,0.6,2,2,100,2,2,100,1,1,100,10,33,30,14,52,27,20,46,43,32,81,40,2,2,100,15,53,28,Y
1059,2263,2,02,26070000,1.8,2.3,SR   26,0.5,0,0,0,0,0,0,0,0,0,4,10,40,11,22,50,4,8,50,8,18,44,0,0,0,11,22,50,N
1060,4123,2,02,72270000,0,0.5,SR    8,0.5,0,0,0,0,0,0,0,0,0,4,8,50,4,13,31,1,6,17,5,14,36,0,0,0,4,13,31,N
1061,5305,3,03,48012000,2.8,3.2,SR  296,0.4,0,0,0,0,0,0,0,0,0,29,68,43,59,114,52,24,80,30,53,148,36,0,0,0,59,114,52,Y
1062,5170,3,03,46160000,10.303,10.603,SR   30A,0.3,0,0,0,0,0,0,0,0,0,3,7,43,3,9,33,1,4,25,4,11,36,0,0,0,3,9,33,N
1063,5080,3,03,46060000,0.3,0.6,SR   77,0.3,1,1,100,1,1,100,0,0,0,3,14,21,5,19,26,5,9,56,9,24,38,1,1,100,5,19,26,N
1064,2521,2,02,28030001,8.6,8.9,SR   16,0.3,0,0,0,0,0,0,0,0,0,1,2,50,2,3,67,3,5,60,4,7,57,0,0,0,2,3,67,N
1065,2641,2,02,29170000,19.5,20,SR    8,0.5,0,0,0,0,0,0,0,0,0,1,4,25,1,7,14,3,4,75,4,8,50,0,0,0,1,7,14,N
1066,4945,2,02,78090000,8.2,8.5,SR  206,0.3,0,0,0,0,0,0,0,0,0,0,3,0,0,37,0,4,7,57,4,10,40,0,0,0,0,37,0,N
1067,4852,2,02,78080000,14.6,15.1,SR    9,0.5,1,1,100,1,1,100,3,3,100,7,12,58,15,27,56,4,12,33,12,25,48,1,1,100,18,30,60,N
1068,5713,3,03,48205000,9.421,9.921,SR  173,0.5,0,0,0,0,0,0,0,0,0,3,7,43,3,11,27,3,8,38,6,15,40,0,0,0,3,11,27,Y
1069,4717,2,02,78020000,1.4,2.3,SR    5,0.9,2,2,100,2,2,100,0,0,0,5,13,38,8,28,29,11,14,79,18,29,62,2,2,100,8,28,29,N
1070,1651,1,01,16320000,10.8,11.1,SR  400,0.3,0,0,0,0,0,0,0,0,0,5,9,56,8,14,57,3,7,43,8,16,50,0,0,0,8,14,57,Y
1071,4552,2,02,76030000,2,2.5,SR   15,0.5,0,0,0,0,0,0,0,0,0,3,6,50,5,9,56,3,9,33,6,15,40,0,0,0,5,9,56,N
1072,2017,1,01,17080000,1.4,1.9,SR  758,0.5,0,1,0,0,1,0,0,3,0,1,3,33,1,3,33,4,6,67,5,10,50,0,1,0,1,6,17,Y
1073,4249,2,02,72290000,0.2,0.5,SR    9,0.3,0,0,0,0,0,0,0,0,0,4,12,33,6,18,33,6,16,38,10,28,36,0,0,0,6,18,33,Y
1074,4384,2,02,72292284,0,0.281,SR  202,0.281,0,0,0,0,0,0,0,0,0,1,3,33,1,3,33,4,7,57,5,10,50,0,0,0,1,3,33,Y
1075,5482,3,03,48040013,0,0.204,SR   95,0.204,0,0,0,0,0,0,0,0,0,3,10,30,5,17,29,4,10,40,7,20,35,0,0,0,5,17,29,Y
1076,1531,1,01,16210000,5.9,6.3,SR   35,0.4,0,0,0,0,0,0,0,0,0,20,54,37,29,85,34,16,47,34,36,101,36,0,0,0,29,85,34,Y
1077,4024,2,02,72190000,6.3,6.6,SR  212,0.3,1,1,100,1,1,100,0,0,0,24,66,36,41,102,40,16,50,32,41,117,35,1,1,100,41,102,40,Y
1078,4159,2,02,72270000,13.2,13.6,SR    8,0.4,1,1,100,1,1,100,0,0,0,2,8,25,3,14,21,7,18,39,10,27,37,1,1,100,3,14,21,Y
1079,2773,2,02,32100000,23.8,24.1,SR   93,0.3,0,0,0,0,0,0,0,0,0,1,3,33,1,4,25,3,7,43,4,10,40,0,0,0,1,4,25,N
1080,5206,3,03,48003000,6.9,7.281,SR  289,0.381,0,0,0,0,0,0,0,0,0,5,14,36,12,21,57,16,35,46,21,49,43,0,0,0,12,21,57,Y
1081,5857,3,03,48270006,0,0.214,SR    8A,0.214,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,15,47,7,18,39,0,0,0,0,3,0,Y
1082,2137,2,02,26010000,3.3,3.8,SR   25,0.5,0,0,0,0,0,0,0,0,0,5,8,62,6,17,35,5,9,56,10,17,59,0,0,0,6,17,35,N
1083,2422,2,02,27010000,6.4,6.9,SR   10,0.5,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,5,6,83,5,7,71,0,4,0,0,1,0,N
1084,4981,3,03,46020000,3.442,3.742,SR   30,0.3,0,0,0,0,0,0,0,0,0,4,9,44,5,12,42,10,31,32,14,40,35,0,0,0,5,12,42,N
1085,1873,1,01,17050000,8,8.222,SR  776,0.222,0,0,0,0,0,0,0,0,0,9,25,36,14,39,36,6,16,38,15,41,37,0,0,0,14,39,36,Y
1086,5749,3,03,48260000,9.7,10.1,SR    8,0.4,2,2,100,2,2,100,1,1,100,3,10,30,4,12,33,4,12,33,9,24,38,2,2,100,5,13,38,Y
1087,1615,1,01,16320000,0,0.7,SR  400,0.7,2,2,100,2,2,100,0,0,0,6,17,35,11,33,33,15,24,62,23,43,53,2,2,100,11,33,33,Y
1088,4753,2,02,78040000,10.9,11.5,SR  A1A,0.6,1,1,100,1,1,100,0,0,0,7,18,39,10,23,43,5,11,45,13,30,43,1,1,100,10,23,43,N
1089,4588,2,02,76050000,12.3,12.6,SR   20,0.3,0,0,0,0,0,0,0,0,0,3,4,75,3,4,75,1,2,50,4,6,67,0,0,0,3,4,75,N
1090,2113,1,01,91070000,18.5,18.8,SR   70,0.3,1,1,100,1,1,100,0,0,0,2,10,20,2,17,12,3,5,60,6,16,38,1,1,100,2,17,12,N
1091,5614,3,03,48100000,1.1,1.4,SR   30,0.3,0,0,0,0,0,0,0,0,0,3,5,60,7,9,78,2,8,25,5,13,38,0,0,0,7,9,78,Y
1092,1918,1,01,17075000,18.8,19.3,SR   93,0.5,0,0,0,0,0,0,0,0,0,10,18,56,18,31,58,8,17,47,18,35,51,0,0,0,18,31,58,N
1093,2296,2,02,26090000,2.6,3.1,SR   24,0.5,0,0,0,0,0,0,0,0,0,2,6,33,3,10,30,7,15,47,9,21,43,0,0,0,3,10,30,N
1094,4285,2,02,72290242,0,0.227,SR    9,0.227,0,0,0,0,0,0,0,0,0,7,13,54,11,19,58,14,42,33,21,55,38,0,0,0,11,19,58,Y
1095,5338,3,03,48013001,19.939,20.015,SR  742,0.076,0,0,0,0,0,0,0,0,0,7,16,44,11,25,44,10,29,34,17,45,38,0,0,0,11,25,44,Y
1096,5383,3,03,48020000,15.9,16.4,SR   10A,0.5,0,0,0,0,0,0,0,0,0,16,29,55,21,35,60,26,65,40,42,94,45,0,0,0,21,35,60,Y
1097,5113,3,03,46130000,2.8,3.03,SR  389,0.23,1,1,100,1,1,100,0,0,0,14,37,38,24,60,40,25,59,42,40,97,41,1,1,100,24,60,40,N
1098,4060,2,02,72193000,2.5,3,SR  116,0.5,0,0,0,0,0,0,0,0,0,2,5,40,3,6,50,4,9,44,6,14,43,0,0,0,3,6,50,Y
1099,4456,2,02,74070001,0,0.036,SR  115,0.036,0,0,0,0,0,0,0,0,0,2,6,33,3,7,43,4,6,67,6,12,50,0,0,0,3,7,43,N
1100,2458,2,02,27090000,5.2,5.8,SR    8,0.6,0,0,0,0,0,0,0,0,0,2,3,67,2,3,67,3,10,30,5,13,38,0,0,0,2,3,67,N
1101,1741,1,01,16320083,0,0.177,SR  400,0.177,1,1,100,1,1,100,0,0,0,4,7,57,10,15,67,3,3,100,8,11,73,1,1,100,10,15,67,Y
1102,2674,2,02,29180000,14.4,14.9,SR   93,0.5,0,0,0,0,0,0,0,0,0,1,3,33,2,5,40,5,10,50,6,13,46,0,0,0,2,5,40,N
1103,5650,3,03,48110000,7.988,8.288,SR   30,0.3,0,0,0,0,0,0,0,0,0,11,33,33,15,56,27,14,28,50,25,61,41,0,0,0,15,56,27,Y
1104,4489,2,02,74160013,0,0.259,SR    9,0.259,0,0,0,0,0,0,0,0,0,3,6,50,3,9,33,1,2,50,4,8,50,0,0,0,3,9,33,N
1105,2230,2,02,26040000,1.1,1.5,SR   20,0.4,0,0,0,0,0,0,0,0,0,3,4,75,3,4,75,2,6,33,5,10,50,0,0,0,3,4,75,N
1106,2035,1,01,17110000,0,0.3,SR   72,0.3,0,0,0,0,0,0,0,0,0,9,19,47,11,27,41,12,23,52,21,42,50,0,0,0,11,27,41,Y
1107,5536,3,03,48050001,0.7,1,SR  292,0.3,0,0,0,0,0,0,0,0,0,7,15,47,13,25,52,3,13,23,10,28,36,0,0,0,13,25,52,Y
1108,4213,2,02,72280000,7.2,8.2,SR    9,1,0,0,0,0,0,0,0,0,0,11,29,38,18,42,43,28,69,41,39,98,40,0,0,0,18,42,43,Y
1109,5260,3,03,48010000,4,4.5,SR   10,0.5,1,1,100,1,1,100,0,0,0,6,15,40,12,31,39,4,11,36,11,27,41,1,1,100,12,31,39,Y
1110,5035,3,03,46040000,5.5,6,SR   75,0.5,0,0,0,0,0,0,0,0,0,4,9,44,7,16,44,5,8,62,9,17,53,0,0,0,7,16,44,N
1111,2596,2,02,29070000,0.061,0.361,SR   25A,0.3,0,0,0,0,0,0,0,0,0,4,8,50,7,13,54,3,4,75,7,12,58,0,0,0,7,13,54,N
1112,5803,3,03,48260036,0,0.185,SR    8,0.185,0,0,0,0,0,0,0,0,0,5,11,45,7,14,50,5,17,29,10,28,36,0,0,0,7,14,50,Y
1113,4807,2,02,78070000,15.9,16.2,SR   13,0.3,0,0,0,0,0,0,0,0,0,4,6,67,9,13,69,0,3,0,4,9,44,0,0,0,9,13,69,Y
1114,4642,2,02,76110000,18.4,18.8,SR  100,0.4,1,1,100,1,1,100,1,1,100,2,4,50,2,5,40,2,2,100,5,7,71,1,1,100,3,6,50,N
1115,1972,1,01,17075000,36.9,37.4,SR   93,0.5,1,1,100,1,1,100,0,0,0,3,6,50,3,7,43,4,8,50,8,15,53,1,1,100,3,7,43,Y
1116,4339,2,02,72292000,6.1,6.6,SR  202,0.5,1,1,100,1,1,100,0,0,0,11,32,34,15,46,33,15,42,36,27,75,36,1,1,100,15,46,33,Y
1117,2551,2,02,29020000,17.5,18,SR   47,0.5,1,1,100,1,1,100,3,3,100,3,9,33,4,13,31,0,1,0,4,11,36,1,1,100,7,16,44,N
1118,5437,3,03,48040000,6.2,6.5,SR   95,0.3,0,0,0,0,0,0,0,0,0,2,11,18,2,15,13,7,14,50,9,25,36,0,0,0,2,15,13,Y
1119,4114,2,02,72250000,5.1,5.6,SR  105,0.5,1,1,100,1,1,100,0,0,0,2,3,67,3,6,50,2,7,29,5,11,45,1,1,100,3,6,50,Y
1120,5161,3,03,46160000,7.603,8.203,SR   30A,0.6,0,0,0,0,0,0,0,0,0,15,23,65,29,43,67,8,15,53,23,38,61,0,0,0,29,43,67,N
1121,2512,2,02,28020000,7.7,8.2,SR  100,0.5,0,0,0,0,0,0,0,0,0,3,8,38,10,17,59,2,3,67,5,11,45,0,0,0,10,17,59,N
